ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
67546,,67545,1,0,40804,0,0
67547,,67545,1,0,40805,1,0
67548,,67545,1,0,40806,2,0
67549,"Cook any combination of 50 Galley Banquets, Bountiful Captain's Feasts, Sanguinated Feasts, or Famine Evaluator and Snack Tables.",0,50,5,0,0,1
67551,,67549,50,0,40770,1,2
67555,,67549,50,0,40773,0,2
67558,Statistic - Yazma (Heroic),0,0,4,0,0,0
67559,,67558,0,0,40807,0,2
67560,Statistic - Yazma (Mythic),0,0,4,0,0,0
67561,,67560,0,0,40808,0,2
67562,Statistic - Harlan Sweete,0,0,4,0,0,0
67563,,67562,0,0,40809,0,2
67564,Statistic - Harlan Sweete (Heroic),0,0,4,0,0,0
67565,,67564,0,0,40810,0,2
67566,Statistic - Harlan Sweete (Mythic),0,0,4,0,0,0
67567,,67566,0,0,40812,0,2
67568,"Obtain 150 skill points in the ""Kul Tiran"" category of fishing.",0,0,4,0,0,0
67569,"Obtain 150 skill points in the ""Kul Tiran"" category of fishing.",67568,150,0,40818,0,2
67570,"Obtain 150 skill points in the ""Zandalari"" category of fishing.",0,0,4,0,0,0
67571,"Obtain 150 skill points in the ""Zandalari"" category of fishing.",67570,150,0,40818,0,2
67572,Convert 100 fish from Kul Tiras and Zandalar into Aromatic Fish Oil.,0,0,4,0,0,0
67573,,67572,100,0,41590,0,1
67574,Fish up 50 Midnight Salmon.,0,0,4,0,0,0
67575,,67574,50,0,40819,0,1
67576,Catch 100 normal fish in Kul Tiras or Zandalar.,0,100,5,0,0,0
67577,,67576,100,0,40820,0,2
67578,,67576,100,0,40821,1,2
67579,,67576,100,0,40822,2,2
67580,,67576,100,0,40823,3,2
67581,,67576,100,0,40824,4,2
67582,,67576,100,0,40825,5,2
67583,,67576,100,0,40826,6,2
67584,Fish up an U'taka within Dazar'alor in Zuldazar.,0,0,4,0,0,0
67585,,67584,1,0,40827,0,0
67586,Fish up a Rasboralus within Proudmoore Keep in Tiragarde Sound.,0,0,4,0,0,0
67587,,67586,1,0,40828,0,0
67588,Obtain 950 skill points in archaeology.,0,0,4,0,0,0
67589,Obtain 950 skill points in archaeology.,67588,950,0,13812,0,2
67590,Obtain 950 skill points in archaeology.,0,0,4,0,0,0
67591,Obtain 950 skill points in archaeology.,67590,950,0,13812,0,2
67592,Restore and display pristine versions of all Drust and Zandalari artifacts.,0,0,4,0,0,0
67593,Pristine Ceremonial Bonesaw,67592,0,0,40829,0,0
67594,Pristine Ancient Runebound Tome,67592,0,0,40830,1,0
67595,Pristine Disembowling Sickle,67592,0,0,40831,2,0
67596,Pristine Jagged Blade of the Drust,67592,0,0,40832,3,0
67597,Pristine Ritual Fetish,67592,0,0,40833,4,0
67598,Pristine Soul Coffer,67592,0,0,40834,5,0
67599,Pristine Akun'Jar Vase,67592,0,0,40835,6,0
67600,Pristine Urn of Passage,67592,0,0,40836,7,0
67601,Pristine Rezan Idol,67592,0,0,40837,8,0
67602,Pristine High Apothecary's Hood,67592,0,0,40838,9,0
67603,Pristine Bwonsamdi Voodoo Mask,67592,0,0,40839,10,0
67604,Pristine Blowgun of the Sethrak,67592,0,0,40840,11,0
67605,Statistic - Dazar (Mythic),0,0,4,0,0,0
67606,,67605,0,0,40841,0,2
67607,Restore and display pristine versions of all Zandalari and Drust artifacts.,0,0,4,0,0,0
67608,Pristine Ceremonial Bonesaw,67607,0,0,40829,0,0
67609,Pristine Ancient Runebound Tome,67607,0,0,40830,1,0
67610,Pristine Disembowling Sickle,67607,0,0,40831,2,0
67611,Pristine Jagged Blade of the Drust,67607,0,0,40832,3,0
67612,Pristine Ritual Fetish,67607,0,0,40833,4,0
67613,Pristine Soul Coffer,67607,0,0,40834,5,0
67614,Pristine Akun'Jar Vase,67607,0,0,40835,6,0
67615,Pristine Urn of Passage,67607,0,0,40836,7,0
67616,Pristine Rezan Idol,67607,0,0,40837,8,0
67617,Pristine High Apothecary's Hood,67607,0,0,40838,9,0
67618,Pristine Bwonsamdi Voodoo Mask,67607,0,0,40839,10,0
67619,Pristine Blowgun of the Sethrak,67607,0,0,40840,11,0
67620,Restore one of each of the common Zandalari and Drust artifacts.,0,0,4,0,0,0
67621,Ceremonial Bonesaw,67620,1,0,43323,0,0
67622,Ancient Runebound Tome,67620,1,0,40842,1,0
67623,Disembowling Sickle,67620,1,0,40843,2,0
67624,Jagged Blade of the Drust,67620,1,0,40844,3,0
67625,Ritual Fetish,67620,1,0,40845,4,0
67626,Soul Coffer,67620,1,0,40846,5,0
67627,Akun'Jar Vase,67620,1,0,40847,6,0
67628,Urn of Passage,67620,1,0,40848,7,0
67629,Rezan Idol,67620,1,0,40849,8,0
67630,High Apothecary's Hood,67620,1,0,40850,9,0
67631,Bwonsamdi Voodoo Mask,67620,1,0,40851,10,0
67632,Blowgun of the Sethra,67620,1,0,40852,11,0
67633,Statistic - Vol'zith the Whisperer,0,0,4,0,0,0
67634,,67633,0,0,40853,0,2
67635,Statistic - Vol'zith the Whisperer (Heroic),0,0,4,0,0,0
67636,,67635,0,0,40854,0,2
67637,Statistic - Vol'zith the Whisperer (Mythic),0,0,4,0,0,0
67638,,67637,0,0,40855,0,2
67639,Complete 50 Drust or Zandalari Digsites.,0,0,4,0,0,0
67640,Battle for Azeroth Digsites Completed,67639,50,0,40856,0,1
67641,Complete 100 Drust or Zandalari Digsites.,0,0,4,0,0,0
67642,Battle for Azeroth Digsites Completed,67641,100,0,40856,0,1
67643,Unique Treasures: Nazmir,0,0,4,0,0,0
67644,Lucky Horace's Lucky Chest,67643,1,0,40857,0,0
67645,Partially-Digested Treasure,67643,1,0,40858,1,0
67646,Cursed Nazmani Chest,67643,1,0,40859,2,0
67647,Cleverly Disguised Chest,67643,1,0,40860,3,0
67648,Lost Nazmani Treasure,67643,1,0,40861,4,0
67649,Offering to Bwonsamdi,67643,1,0,40862,5,0
67650,Shipwrecked Chest,67643,1,0,40863,6,0
67651,Venomous Seal,67643,1,0,40864,7,0
67652,Swallowed Naga Chest,67643,1,0,40865,8,0
67653,Wunja's Trove,67643,1,0,40866,9,0
67654,At the Bottom of the Sea,66123,1,0,40867,6,16
67655,The Strike on Boralus,66123,1,0,40868,7,16
67656,Blood in the Water,66125,1,0,40869,6,16
67657,The Strike on Zuldazar,66125,1,0,40870,7,16
67658,Achievement - Blood Elemental - Bad Blood,0,0,4,0,0,0
67660,,67658,1,0,40871,0,2
67662,Statistic - Viq'Goth (Mythic),0,0,4,0,0,0
67663,,67662,0,0,40872,0,2
67664,Statistic - Avatar of Sethraliss,0,0,4,0,0,0
67665,,67664,0,0,40873,0,2
67666,Statistic - Avatar of Sethraliss (Heroic),0,0,4,0,0,0
67667,,67666,0,0,40874,0,2
67668,Statistic - Avatar of Sethraliss (Mythic),0,0,4,0,0,0
67669,,67668,0,0,40191,0,2
67670,Statistic - Mogul Razdunk,0,0,4,0,0,0
67671,,67670,0,0,40875,0,2
67672,Statistic - Mogul Razdunk (Heroic),0,0,4,0,0,0
67673,,67672,0,0,40876,0,2
67674,Statistic - Mogul Razdunk (Mythic),0,0,4,0,0,0
67675,,67674,0,0,40877,0,2
67676,Statistic - Overseer Korgus,0,0,4,0,0,0
67677,,67676,0,0,40878,0,2
67678,Statistic - Overseer Korgus (Heroic),0,0,4,0,0,0
67679,,67678,0,0,40879,0,2
67680,Statistic - Overseer Korgus (Mythic),0,0,4,0,0,0
67681,,67680,0,0,40880,0,2
67682,Statistic - Gorak Tul,0,0,4,0,0,0
67683,,67682,0,0,40881,0,2
67684,Statistic - Gorak Tul (Heroic),0,0,4,0,0,0
67685,,67684,0,0,40882,0,2
67686,Statistic - Gorak Tul (Mythic),0,0,4,0,0,0
67687,,67686,0,0,40883,0,2
67688,Statistic - Taloc (LFR),0,0,4,0,0,0
67689,,67688,0,0,40884,0,2
67690,Statistic - Taloc (Normal),0,0,4,0,0,0
67691,,67690,0,0,40885,0,2
67692,Statistic - Taloc (Heroic),0,0,4,0,0,0
67693,,67692,0,0,40886,0,2
67694,Statistic - Taloc (Mythic),0,0,4,0,0,0
67695,,67694,0,0,40251,0,2
67696,Statistic - MOTHER (LFR),0,0,4,0,0,0
67697,,67696,0,0,40887,0,2
67698,Statistic - MOTHER (Normal),0,0,4,0,0,0
67699,,67698,0,0,40888,0,2
67700,Statistic - MOTHER (Heroic),0,0,4,0,0,0
67701,,67700,0,0,40889,0,2
67702,Statistic - MOTHER (Mythic),0,0,4,0,0,0
67703,,67702,0,0,40252,0,2
67704,Statistic - Fetid Devourer (LFR),0,0,4,0,0,0
67705,,67704,0,0,40890,0,2
67706,Statistic - Fetid Devourer (Normal),0,0,4,0,0,0
67707,,67706,0,0,40892,0,2
67708,Statistic - Fetid Devourer (Heroic),0,0,4,0,0,0
67709,,67708,0,0,40891,0,2
67710,Statistic - Fetid Devourer (Mythic),0,0,4,0,0,0
67711,,67710,0,0,40260,0,2
67712,Statistic - Zek'voz (LFR),0,0,4,0,0,0
67713,,67712,0,0,40893,0,2
67714,Statistic - Zek'voz (Normal),0,0,4,0,0,0
67715,,67714,0,0,40894,0,2
67716,Statistic - Zek'voz (Heroic),0,0,4,0,0,0
67717,,67716,0,0,40895,0,2
67718,Statistic - Zek'voz (Mythic),0,0,4,0,0,0
67719,,67718,0,0,40253,0,2
67720,Statistic - Vectis (LFR),0,0,4,0,0,0
67721,,67720,0,0,40896,0,2
67722,Statistic - Vectis (Normal),0,0,4,0,0,0
67723,,67722,0,0,40897,0,2
67724,Statistic - Vectis (Heroic),0,0,4,0,0,0
67725,,67724,0,0,40898,0,2
67726,Statistic - Vectis (Mythic),0,0,4,0,0,0
67727,,67726,0,0,40254,0,2
67728,Glory of the Uldir Raider,0,0,4,0,0,32
67729,,67728,1,0,40899,0,32
67730,"Statistic - Zul, Reborn (LFR)",0,0,4,0,0,0
67731,,67730,0,0,40900,0,2
67732,Complete the Battle for Azeroth Heroic dungeon achievements listed below.,0,0,4,0,0,32
67733,,67732,1,0,40901,0,32
67734,,67732,1,0,40902,1,32
67735,,67732,1,0,40903,2,32
67736,"Statistic - Zul, Reborn (Heroic)",0,0,4,0,0,0
67737,,67736,0,0,40904,0,2
67738,"Statistic - Zul, Reborn (Normal)",0,0,4,0,0,0
67739,,67738,0,0,40905,0,2
67740,"Statistic - Zul, Reborn (Mythic)",0,0,4,0,0,0
67741,,67740,0,0,40261,0,2
67742,Complete BfA Dungeon achievements.,0,0,4,0,0,32
67743,,67742,1,0,41365,0,32
67744,,67742,1,0,41366,1,32
67745,Statistic - Mythrax (LFR),0,0,4,0,0,0
67746,,67745,0,0,40908,0,2
67747,Statistic - Mythrax (Normal),0,0,4,0,0,0
67748,,67747,0,0,40909,0,2
67749,Statistic - Mythrax (Heroic),0,0,4,0,0,0
67750,,67749,0,0,40910,0,2
67751,Statistic - Mythrax (Mythic),0,0,4,0,0,0
67752,,67751,0,0,40262,0,2
67753,Statistic - G'huun (LFR),0,0,4,0,0,0
67754,,67753,0,0,40911,0,2
67755,Statistic - G'huun (Normal),0,0,4,0,0,0
67756,,67755,0,0,40912,0,2
67757,Statistic - G'huun (Heroic),0,0,4,0,0,0
67758,,67757,0,0,40913,0,2
67759,Statistic - G'huun (Mythic),0,0,4,0,0,0
67760,,67759,0,0,40263,0,2
67761,Dueler's Guild Victories,0,0,4,0,0,0
67762,,67761,0,0,40914,0,0
67763,Nazmir Raid - Chimaera - Achievement,0,0,4,0,0,0
67764,,67763,1,0,40915,0,2
67765,Atal'Dazar - Defeat Yazma,0,0,4,0,0,0
67766,,67765,1,0,41418,0,2
67767,Atal'Dazar - Heroic Defeat Yazma,0,0,4,0,0,0
67768,,67767,1,0,40916,0,2
67769,Atal'Dazar - Mythic Defeat Yazma,0,0,4,0,0,0
67770,,67769,1,0,40808,0,2
67771,Loot Supply Crate in Stormsong Valley,0,0,4,0,0,0
67772,Loot Air Supply Crate in Stormsong Valley,67771,1,0,40917,0,0
67775,New Criteria Tree,0,0,4,0,0,4096
67776,,67775,1,0,40918,0,0
67777,Loot Air Supply Crate,0,0,4,0,0,4096
67778,Loot Air Supply Crate,67777,1,0,40919,0,0
67779,Loot Air Supply Crate,0,0,4,0,0,4096
67780,Loot Air Supply Crate,67779,1,0,40920,0,0
67781,Logged in during WoW's 14th Anniversary.,0,0,4,0,0,0
67782,Logged in during WoW's 14th Anniversary.,67781,1,0,40921,0,2
67783,Loot Air Supply Crate,0,0,4,0,0,4096
67784,Loot Air Supply Crate,67783,1,0,40922,0,0
67785,Loot Air Supply Crate,0,0,4,0,0,4096
67786,Loot Air Supply Crate,67785,1,0,40923,0,0
67787,Loot Air Supply Crate,0,0,4,0,0,4096
67788,Loot Air Supply Crate,67787,1,0,43354,0,0
67789,Loot Air Supply Crate,0,0,4,0,0,4096
67790,Loot Air Supply Crate,67789,1,0,40925,0,0
67791,Loot Air Supply Crate,0,0,4,0,0,4096
67792,Loot Air Supply Crate,67791,1,0,43353,0,0
67793,Loot Air Supply Crate,0,0,4,0,0,4096
67794,Loot Air Supply Crate,67793,1,0,40927,0,0
67795,Loot Air Supply Crate,0,0,4,0,0,4096
67796,Loot Air Supply Crate,67795,1,0,40928,0,0
67797,Loot Air Supply Crate,0,0,4,0,0,4096
67798,Loot Air Supply Crate,67797,1,0,40929,0,0
67799,Loot Air Supply Crate,0,0,4,0,0,4096
67800,Loot Air Supply Crate,67799,1,0,40930,0,0
67801,Travel to Silithus,0,1,8,0,0,4096
67802,Travel to Silithus,67801,1,0,40931,0,0
67803,Travel to Theramore,0,1,8,0,0,4096
67804,Travel to Theramore,67803,1,0,40932,0,0
67805,Loot Air Supply Crate,0,0,4,0,0,4096
67806,Loot Air Supply Crate,67805,1,0,40933,0,0
67807,Loot Air Supply Crate,0,0,4,0,0,4096
67808,Loot Air Supply Crate,67807,1,0,40934,0,0
67809,Loot Air Supply Crate,0,0,4,0,0,4096
67810,Loot Air Supply Crate,67809,1,0,40935,0,0
67811,Nazmir Raid - Zul - Achievement,0,0,4,0,0,2
67812,,67811,1,0,40936,0,2
67813,"Complete the quest ""The Horde Slayer""",0,0,4,0,0,0
67814,,67813,0,0,40937,0,2
67815,"Complete the quest ""The Alliance Slayer""",0,0,4,0,0,0
67816,,67815,0,0,40938,0,2
67817,Freehold Dungeon - Defeat Harlan,0,0,4,0,0,0
67818,,67817,1,0,37369,0,2
67819,Freehold - Heroic Harlan,0,0,4,0,0,0
67820,,67819,1,0,40939,0,2
67821,Freehold - Mythic Harlan,0,0,4,0,0,0
67822,,67821,1,0,40812,0,2
67823,Shrine of the Storm - Vol'zith defeated,0,0,4,0,0,0
67824,,67823,1,0,39779,0,2
67825,Heroic Shrine of the Storm - Vol'zith defeated,0,0,4,0,0,0
67826,,67825,1,0,40940,0,2
67827,Mythic Shrine of the Storm - Vol'zith defeated,0,0,4,0,0,0
67828,,67827,1,0,40941,0,2
67829,Clear Tol Dagor,0,0,4,0,0,2
67830,,67829,1,0,40158,0,2
67831,Achievement - Mythrax - I Don't Feel So Good,0,0,4,0,0,0
67832,,67831,1,0,40943,0,2
67833,Clear Heroic Tol Dagor,0,0,4,0,0,2
67834,,67833,1,0,40942,0,2
67835,Clear Mythic Tol Dagor,0,0,4,0,0,2
67836,,67835,1,0,40944,0,2
67837,Go to Beastwatch,0,0,4,0,0,0
67838,Accompany Geya'rah to Beastwatch,67837,0,0,40945,0,0
67839,Defend Beastwatch,0,160,9,0,0,1
67840,Defend Beastwatch,67839,4,0,40946,0,2
67841,Defend Beastwatch,67839,8,0,40947,1,2
67842,Defend Beastwatch,67839,12,0,40948,2,2
67843,Travel to Evermorn Hold.,0,0,4,0,0,0
67844,Look for Exarch Orelis in Evermorn Hold.,67843,0,0,40949,0,0
67845,Exarch Orelis slain,0,0,4,0,0,0
67846,Exarch Orelis slain,67845,0,0,40950,0,0
67847,Meet with Grommash,0,0,4,0,0,0
67848,Meet with Grommash,67847,0,0,40951,0,0
67849,Use the turret to defend against the assault.,0,100,9,0,0,0
67850,Lightbound soldiers defeated.,67849,1,0,41076,0,0
67851,Escape from Draenor,0,0,4,0,0,0
67852,Escape from Draenor,67851,0,0,40953,0,0
67853,Clear MOTHERLODE,0,0,4,0,0,2
67854,,67853,1,0,38196,0,2
67855,Clear Heroic MOTHERLODE,0,0,4,0,0,2
67856,,67855,1,0,40954,0,2
67857,Clear Mythic MOTHERLODE,0,0,4,0,0,2
67858,,67857,1,0,40955,0,2
67859,"""Tyranny of the Light"" scenario completed",0,0,4,0,0,4096
67860,"""Tyranny of the Light"" scenario completed",67859,0,0,40957,0,0
67861,Clear Mythic Siege of Boralus,0,0,4,0,0,2
67862,,67861,1,0,43355,0,2
67863,Nazmir Raid - Disc Boss - Achievement,0,0,4,0,0,2
67864,Clear Mythic Kings' Rest,0,0,4,0,0,2
67865,,67864,1,0,40959,0,2
67866,,67863,1,0,40960,0,2
67867,,67732,1,0,40964,3,32
67868,,67732,1,0,40963,4,32
67869,,67732,1,0,40965,5,32
67870,,67732,1,0,40962,6,32
67871,,67732,1,0,40961,7,32
67872,Unique Treasures: Vol'dun,0,0,4,0,0,0
67873,Ashvane Spoils,67872,1,0,40966,0,0
67874,Grayal's Last Offering,67872,1,0,40967,1,0
67875,Lost Explorer's Bounty,67872,1,0,40968,2,0
67876,Sandfury Reserve,67872,1,0,40969,3,0
67877,Stranded Cache,67872,1,0,40970,4,0
67878,Excavator's Greed,67872,1,0,40971,5,0
67879,Zem'lan's Buried Treasure,67872,1,0,40972,6,0
67880,"Proud owner of the 2018 Vintage Winter Veil gift, the Toy Armor Set",0,1,8,0,0,0
67881,,67880,1,0,40973,0,2
67882,,67880,1,0,40974,1,2
67883,,67880,1,0,40975,2,2
67884,,67880,1,0,40976,3,2
67885,,67880,1,0,40977,4,2
67886,Boost 2.0 [Hunter|Beast] - Basic Combat A - Barbed Shot,0,0,4,0,0,0
67887,Use Barbed Shot on the target dummy,67886,3,0,40240,0,0
67888,"Explore Stormsong Valley, revealing the covered areas of the world map.",0,0,4,0,0,0
67889,Brennadam,67888,1,0,40978,0,0
67890,Briarback Kraul,67888,1,0,40979,1,0
67891,Mariner's Strand,67888,1,0,40980,2,0
67892,Warfang Hold,67888,1,0,40981,3,0
67893,Deadwash,67888,1,0,40982,4,0
67894,Fort Daelin,67888,1,0,40983,5,0
67895,Sagehold,67888,1,0,40984,6,0
67896,Shrine of the Storm,67888,1,0,40985,7,0
67897,Millstone Hamlet,67888,1,0,40986,8,0
67898,Unique Treasures: Zuldazar,0,0,4,0,0,0
67899,Offerings of the Chosen,67898,1,0,40988,0,0
67900,Witch Doctor's Hoard,67898,1,0,40989,1,0
67901,Spoils of Pandaria,67898,1,0,40990,2,0
67902,Gift of the Brokenhearted,67898,1,0,40991,3,0
67903,Warlord's Cache,67898,1,0,40992,4,0
67904,Dazar's Forgotten Chest,67898,1,0,40993,5,0
67905,Da White Shark's Bounty,67898,1,0,40994,6,0
67906,The Exile's Lament,67898,1,0,40995,7,0
67907,Cache of Secrets,67898,1,0,40996,8,0
67908,Riches of Tor'nowa,67898,1,0,40997,9,0
67909,Open War Supply Crate from air supply drop,0,0,4,0,0,0
67910,,67909,0,0,40998,0,2
67911,Loot 10 bounties from slain players while within War Mode.,0,0,4,0,0,0
67912,Loot 10 bounties from slain players while within War Mode.,67911,10,0,40999,0,1
67913,Lost Offerings of Kimbul,67872,1,0,41002,7,0
67914,Deadwood Chest,67872,1,0,41003,8,0
67915,Sandsunken Treasure,67872,1,0,41004,9,0
67916,Complete the following in Drustvar while within War Mode:,0,0,4,0,0,0
67917,50 World Quests,67916,50,0,41001,0,0
67918,25 Rare Elite World Quests,67916,25,0,41005,1,0
67919,50 Honorable Kills,67916,50,0,41006,2,0
67920,5 War Supply Chests Opened,67916,5,0,41007,3,0
67921,"While within a 2-5 player party, complete the following:",0,0,4,0,0,0
67922,Honorable Kill,67921,1,0,41008,0,0
67923,Loot Player Bounty,67921,1,0,41009,1,0
67924,Complete Rare Elite World Quest,67921,1,0,41010,2,0
67925,Loot War Supply Chest,67921,1,0,41011,3,0
67926,Tour of Duty: Nazmir,67087,0,0,40593,3,0
67927,Tour of Duty: Vol'dun,67087,0,0,40592,4,0
67928,Tour of Duty: Drustvar,67087,0,0,40591,5,0
67929,Tour of Duty: Stormsong Valley,67087,0,0,40590,6,0
67930,Tour of Duty: Tiragarde Sound,67087,0,0,40589,7,0
67931,Tour of Duty: Zuldazar,67087,0,0,40594,8,0
67932,Complete the World PvP achievements listed below.,0,0,4,0,0,0
67933,Band of Brothers,67932,0,0,40599,0,0
67934,Bounty Hunting,67932,0,0,40600,1,0
67935,War Supplied,67932,0,0,40601,2,0
67936,Tour of Duty: Nazmir,67932,0,0,40593,3,0
67937,Tour of Duty: Vol'dun,67932,0,0,40592,4,0
67938,Tour of Duty: Drustvar,67932,0,0,40591,5,0
67939,Tour of Duty: Stormsong Valley,67932,0,0,40590,6,0
67940,Tour of Duty: Tiragarde Sound,67932,0,0,40589,7,0
67941,Tour of Duty: Zuldazar,67932,0,0,40594,8,0
67942,Unique Treasures: Tiragarde Sound,0,0,4,0,0,0
67943,Hay Covered Chest,67942,1,0,41012,0,0
67944,Cutwater Treasure Chest,67942,1,0,41013,1,0
67945,Precarious Noble Cache,67942,1,0,41014,2,0
67946,Forgotten Smuggler's Stash,67942,1,0,41015,3,0
67947,Scrimshaw Cache,67942,1,0,41016,4,0
67948,Secret of the Depths,67942,1,0,41017,5,0
67949,Soggy Treasure Map,67942,1,0,41018,6,0
67950,Faded Treasure Map,67942,1,0,41019,7,0
67951,Yellowed Treasure Map,67942,1,0,41020,8,0
67952,Singed Treasure Map,67942,1,0,41021,9,0
67953,Travel to Theramore,0,1,8,0,0,4096
67954,Travel to Theramore,67953,1,0,41022,0,0
67955,Travel to Silithus,0,1,8,0,0,4096
67956,Travel to Silithus,67955,1,0,41023,0,0
67957,7.0 Bonus Event Weekend - World Quests,0,20,5,0,0,4096
67958,,67957,20,0,41024,0,2
67959,Legion - Bonus Event Weekend - Timewalking (Burning Crusade),0,5,5,0,0,4096
67960,,67959,5,0,41025,0,2
67961,,67959,5,0,41026,1,2
67962,,67959,5,0,41027,2,2
67963,,67959,5,0,41028,3,2
67964,,67959,5,0,41029,4,2
67965,,67959,5,0,41030,5,2
67966,Legion - Bonus Event Weekend - Timewalking (Wrath),0,5,5,0,0,4096
67967,,67966,5,0,41031,0,2
67968,,67966,5,0,41032,1,2
67969,,67966,5,0,41033,2,2
67970,,67966,5,0,41034,3,2
67971,,67966,5,0,41035,4,2
67972,,67966,5,0,41036,5,2
67973,Legion - Bonus Event Weekend - Timewalking (Cata),0,5,5,0,0,4096
67974,,67973,5,0,41037,0,2
67975,,67973,5,0,41038,1,2
67976,,67973,5,0,41039,2,2
67977,,67973,5,0,41040,3,2
67978,,67973,5,0,41041,4,2
67979,,67973,5,0,41042,5,2
67980,Legion - Bonus Event Weekend - Timewalking (Mists),0,5,5,0,0,4096
67981,,67980,5,0,41043,0,2
67982,,67980,5,0,41044,1,2
67983,,67980,5,0,41045,2,2
67984,,67980,5,0,41046,3,2
67985,,67980,5,0,41047,4,2
67986,,67980,5,0,41048,5,2
67987,Legion - Bonus Event Quest - Battlegrounds,0,4,5,0,0,4096
67988,,67987,4,0,41049,0,2
67989,[OLD]8.0 BfA - Bonus Event Weekend - Complete 4 Mythic Dungeons,0,4,5,0,0,4096
67990,,67989,4,0,41050,0,2
67991,,67989,4,0,41051,1,2
67992,,67989,4,0,41052,2,2
67993,,67989,4,0,41053,3,2
67994,,67989,4,0,41054,4,2
67995,,67989,4,0,41055,5,2
67996,,67989,4,0,41056,6,2
67997,,67989,4,0,41057,7,2
67998,,67989,4,0,41058,8,2
67999,,67989,4,0,41059,9,2
68000,Legion - Bonus Event Quest - Arena Skirmishes,0,10,5,0,0,4096
68001,,68000,10,0,41060,0,2
68002,Unique Treasures: Stormsong Valley,0,0,4,0,0,0
68003,Weathered Treasure Chest,68002,1,0,41061,0,0
68004,Old Ironbound Chest,68002,1,0,41062,1,0
68005,Frosty Treasure Chest,68002,1,0,41063,2,0
68006,Sunken Strongbox,68002,1,0,41064,3,0
68007,Hidden Scholar's Chest,68002,1,0,41065,4,0
68008,Smuggler's Stash,68002,1,0,41066,5,0
68009,Discarded Lunchbox,68002,1,0,41067,6,0
68010,Carved Wooden Chest,68002,1,0,41068,7,0
68011,Venture Co. Supply Chest,68002,1,0,41069,8,0
68012,Forgotten Chest,68002,1,0,41070,9,0
68017,Reach Honor Level 5,0,0,4,0,0,0
68018,,68017,0,0,41074,0,2
68019,Await orders from Grommash,0,0,4,0,0,0
68020,Await orders from the Warchief,68019,1,0,41075,0,0
68021,Return to the Warchief,0,0,4,0,0,0
68022,Return to the Warchief and await further orders.,68021,0,0,41077,0,0
68023,Kezan Dungeon - Pitch Invasion,0,0,4,0,0,0
68024,Defeat the Coin-Operated Crowd Pummeler after defeating Ledley the Bold in The MOTHERLODE!! on Mythic difficulty.,68023,1,0,41078,0,2
68025,New Criteria Tree,0,0,4,0,0,0
68026,,68025,1,0,41079,0,0
68029,5 Dueler's Guild Victories,0,0,4,0,0,3
68030,5 Dueler's Guild Victories,68029,5,0,40914,0,1
68032,Participate in the Dueler's Guild,0,0,4,0,0,2
68033,,68032,1,0,41079,0,2
68034,1 Dueler's Guild Victories,0,0,4,0,0,2
68035,,68034,1,0,40914,0,3
68036,Have 3 stacks of Champion,0,0,4,0,0,2
68037,Win 3 consecutive duels in the Dueler's Guild,68036,1,0,41080,0,2
68038,25 Dueler's Guild Victories,0,0,4,0,0,3
68039,25 Dueler's Guild Victories,68038,25,0,40914,0,1
68040,Complete the following Dueler's Guild achievements,0,0,4,0,0,0
68041,,68040,0,0,41081,0,32
68042,,68040,0,0,41082,1,32
68043,Defeat each class in duels in the Dueler's Guild listed below.,0,0,4,0,0,0
68044,Death Knight,68043,1,0,41083,0,0
68045,Demon Hunter,68043,1,0,41084,1,0
68046,Druid,68043,1,0,41085,2,0
68047,Hunter,68043,1,0,41086,3,0
68048,Mage,68043,1,0,41088,4,0
68049,Monk,68043,1,0,41087,5,0
68050,Paladin,68043,1,0,41089,6,0
68051,Priest,68043,1,0,41090,7,0
68052,Rogue,68043,1,0,41091,8,0
68053,Shaman,68043,1,0,41092,9,0
68054,Warlock,68043,1,0,41093,10,0
68055,Warrior,68043,1,0,43156,11,0
68056,,68040,0,0,41094,2,32
68057,50 Dueler's Guild Victories,0,0,4,0,0,3
68058,50 Dueler's Guild Victories,68057,50,0,40914,0,1
68059,Raise 80 reputations to Exalted.,0,0,4,0,0,0
68060,,68059,80,0,982,0,1
68061,Raise 90 reputations to Exalted.,0,0,4,0,0,0
68062,,68061,90,0,982,0,1
68063,Raise 100 reputations to Exalted.,0,0,4,0,0,0
68064,,68063,100,0,982,0,1
68065,Account Currency Test,0,0,4,0,0,4096
68066,,68065,1000,0,41095,0,0
68067,Horde - Complete All Barrens Missions,0,0,4,0,0,0
68068,,68067,1,0,41096,0,32
68069,,68067,1,0,41097,1,32
68070,,68067,1,0,41098,2,32
68071,,68067,1,0,41099,3,32
68072,,68067,1,0,41100,4,32
68073,,68067,1,0,41101,5,32
68074,,68067,1,0,41102,6,32
